id;creation_date;notification_date;notification_reason;notification_text;is_delivered;appuser_id
1;2021-05-10T23:48:39;2021-05-11T07:44:12;FOLLOWING;Throughway Jewelery;false;1
2;2021-05-10T16:43:09;2021-05-11T03:13:05;UNAUTHORIZE_COMMUNITY_FOLLOWER;Switzerland Granite transmitting;true;2
3;2021-05-11T01:38:49;2021-05-11T00:56:18;FOLLOWING;Rubber reboot payment;true;2
4;2021-05-10T18:19:32;2021-05-10T17:39:59;PROPOSAL_RELEASED;web-readiness calculate partnerships;false;2
5;2021-05-10T10:29:08;2021-05-11T02:29:00;UNAUTHORIZE_COMMUNITY_FOLLOWER;Table compressing Gloves;true;2
6;2021-05-10T18:17:16;2021-05-11T00:00:26;UNAUTHORIZE_COMMUNITY_FOLLOWER;Salad;true;1
7;2021-05-10T19:17:20;2021-05-10T21:57:12;FOLLOWING;FTP reintermediate;false;2
8;2021-05-10T21:44:02;2021-05-10T23:21:56;PROPOSAL_RELEASED;client-server multi-byte Specialist;true;1
9;2021-05-10T15:56:06;2021-05-10T21:24:51;PROPOSAL_RELEASED;Bacon Chair workforce;false;1
10;2021-05-10T16:36:28;2021-05-10T22:59:46;AUTHORIZE_COMMUNITY_FOLLOWER;mobile Loan;true;1
